,review,label
4430,rarely film graceless devoid merit one come along,0
4431,comic gem delightful derivative,1
4432,"brilliant touches , dragon loses fire midway , nearly flickering perfunctory conclusion",0
4433,", love hell , dunno",1
4434,"dull , road trip movie ' surprisingly short adventure song",0
4435,"baran shockingly devoid typical majid majidi shoe loving , crippled children",0
4436,"khouri manages , terrific flair , keep extremes screwball farce blood curdling family intensity one continuum",1
4437,"movie dragged , thought heard mysterious voice , felt powerfully drawn toward light light exit sign",0
4438,' first sign trouble,0
4439,movie ingenious fun,1
4440,"ah , yes , would fighting urge doze",0
4441,visually flashy narratively opaque emotionally vapid exercise style mystification,0
4442,"goes rails final <number> <number> minutes , wendigo , larry fessenden ' spooky new thriller , refreshingly smart newfangled variation several themes derived far less sophisticated knowing horror films",1
4443,walk good girl mixed emotions disapproval justine combined tinge understanding actions,1
4444,hard core slasher aficionados find things like overall halloween series lost edge,0
4445,"' perfect star vehicle grant , allowing finally move away usual bumbling , tongue tied screen persona",1
4446,grabs dark shakes vigorously duration,1
4447,"makes mistake music industry criticizes , becoming slick watered almost loses made love first place",0
4448,tedious norwegian offering somehow snagged oscar nomination,0
4449,plot twists give trying break heart attraction desperately needed,1
4450,breen ' script sketchy actorish notations margin acting,0
4451,film depress life,0
4452,slam bang superheroics kinetic enough engross even antsy youngsters,1
4453,"get another phone call warning video n't back blockbuster midnight , ' going face frightening late fees",0
4454,"cast full caffeinated comedy performances make logical loopholes , fly fast ' time think anyway",1
4455,something everyone,1
4456,"story forgive little thin , filmmaking clumsy rushed",0
4457,"graphic sex may ' attracting audiences unfaithful , gripping performances lane gere keep awake",1
4458,"feels shrill , simple soapy",0
4459,"bloody sunday grace call prevention rather place blame , making one best war movies ever made",1
4460,sucked,0
4461,give many ministers bible study groups hours material discuss,1
4462,"light , engaging comedy fumbles away almost accumulated enjoyment crucial third act miscalculation",0
4463,", made tv something posing real movie",0
4464,"whatever heartwarming scene impressively discreet filmmakers may expected record mini dv , show remarkable ability document sides emotional car wreck",1
4465,"skins desolate air , eyre , native american raised white parents , manages infuse rocky path sibling reconciliation flashes warmth gentle humor",1
4466,"unencouraging threefold expansion former mtv series , accompanying stunt hungry dimwits random series collected gags , pranks , pratfalls , dares , injuries , etc",0
4467,"jumbled fantasy comedy figure coherent game plan scripting , shooting post production stages",0
4468,"film brilliantly shines characters , direction intelligently accomplished",1
4469,thing virtually unwatchable,0
4470,"beautiful , aching sadness",1
4471,kind movie people never picked lock easily tries become expert fighters weeks,0
4472,handsome sophisticated approach workplace romantic comedy,1
4473,schaefer ' determination inject farcical raunch drowns promise romantic angle,0
4474,"huppert ' show steal makes meal , channeling kathy baker ' creepy turn repressed mother boston public much <number> women ' augustine",1
4475,yet fails riddle wrapped mystery inside enigma,0
4476,may cause bite tongue keep laughing ridiculous dialog oh convenient plot twists,0
4477,"terry sort geriatric dirty harry , please eastwood ' loyal fans suits story , wherein hero must ride roughshod incompetent cops get man",1
4478,"costner ' warm milk persona ill fitting shadyac ' perfunctory directing chops , overtly silly dialogue would sink laurence olivier",0
4479,"movie brilliant , really",1
4480,"oddity , sure , one might wind remembering degree affection rather revulsion",1
4481,"picture seems uncertain whether wants acidic male eve lush , swooning melodrama intermezzo strain",0
4482,truth,1
4483,kids thornberry stuff probably wedgie heaven,1
4484,' easy love robin tunney ' pretty act gets harder harder understand choices,0
4485,' smart,0
4486,meandering confusing,0
4487,many characters saying many clever things getting many pointless situations,0
4488,"film feels uncomfortably real , language locations bearing unmistakable stamp authority",1
4489,"' sure filmmaker would disagree , , honestly , n't see point",0
4490,"without lrb de niro rrb , city sea would slip waves",0
4491,great top moviemaking ' slap happy mood,1
4492,mr soderbergh ' direction visual style struck unusually unimpressively fussy pretentious,0
4493,"sometimes need comforting fantasies mental illness , also need movies like tim mccann ' revolution <number>",1
4494,"' something ultimate scorsese film , stomach turning violence , colorful new york gang lore hallmarks personal cinema painted largest ever historical canvas",1
4495,"slow younger crowd , shallow older one",0
4496,instead building laugh riot left handful disparate funny moments real consequence,0
4497,another generic drama nothing going exploitive array obligatory cheap thrills,0
4498,"williams creates stunning , taxi driver esque portrayal man teetering edge sanity",1
4499,"demme gets lot flavor spice charade remake , ca n't disguise ' spiffing leftovers n't substantial fresh",0
4500,"unless ' absolute raving star wars junkie , n't much fun",0
4501,promises one film ' truly deserving oscar nomination,1
4502,"impossible may sound , film ' heart even embracing monty , accepts nasty behavior severe flaws part human condition",1
4503,' brilliant surfing photography bringing right inside massive waves lifts blue crush one summer ' pleasurable movies,1
4504,"powerful , inflammatory film religion dares question ancient faith , hatred offers easy , comfortable resolution",1
4505,"fessenden nurtured metaphors expense narrative , display original talent",1
4506,"honestly address flaws inherent medical aid made available american workers , balanced fair portrayal sides needed",0
4507,"halfway , however , sucked dry undead action flick formula , blade ii mutates gross monster movie effects silly scary",0
4508,"otherwise good naturedness mr deeds , embrace sheer goofiness cameos less likely new york celebrities certainly raises film anything sandler ' attached",1
4509,"pieces fall together without much surprise , little moments give boost",1
4510,get root psychology film would require many sessions couch dr freud,0
4511,remarkable film bernard rose,1
4512,overly long worshipful bio doc,0
4513,' sweet cinderella story ` ` pretty woman ' ' wanted,1
4514,"delicious , quirky movie terrific screenplay fanciful direction michael gondry",1
4515,appears made people idea narrative logic cohesion entirely foreign concept,0
4516,"tone rueful compassion reverberates throughout film , whose meaning impact sadly heightened current world events",1
4517,mechanical action comedy whose seeming purpose market charismatic jackie chan even younger audiences,0
4518,"desperately wants wacky , screwball comedy , screwy thing many talented people convinced waste time",0
4519,"grant hoult carry movie believable people flawed , assured wrong things , scared admit much may really need company others",1
4520,"liked movie , know would liked gone one step",1
4521,wonder wonders teen movie humanistic message,1
4522,threat implied title pok mon <number> ever terrifying like locusts horde things keep coming,0
4523,"flashy gadgets whirling fight sequences may look cool , ca n't distract flawed support structure holding equilibrium",0
4524,"mr wollter ms seldhal give strong convincing performances , neither reaches deepest recesses character unearth quaking essence passion , grief fear",0
4525,moving story determination human spirit,1
4526,greatness,1
4527,"lovely amazing holofcener ' deep , uncompromising curtsy women knows , likely",1
4528,liked film lot,1
4529,"demonstrates unusual power thoughtful , subjective filmmaking",1
4530,"although sequel outward elements original , first film ' lovely flakiness gone , replaced forced funniness found dullest kiddie flicks",0
4531,lack idol ' energy passion detail,0
4532,screenplay ingeniously constructed ` ` memento ' ',1
4533,modicum patience find characters ' foibles timeless unique perspective,1
4534,"score , film certainly n't disappoint",1
4535,movie ' vision white american zealously spreading puritanical brand christianity south seas islanders one true believer could relish,0
4536,asks nothing audience sit back enjoy couple great actors hamming,1
4537,"almost see mendes company getting together single frame shot collectively vowing , ` going something really good '",1
4538,negligible british comedy,0
4539,great fun sports aficionados ordinary louts whose idea exercise climbing steps stadium seat megaplex,1
4540,beautifully crafted cooly unsettling recreates atmosphere crime expertly,1
4541,", temporal inquiry shoulders philosophical burden lightly",1
4542,string ensemble cast romances recently peter mattei ' love time money sets apart forming chain relationships come full circle end positive lrb tragic rrb note,1
4543,children adults enamored things pokemon wo n't disappointed,1
4544,' find wishing another movie,0
4545,"little stylish exercise revisionism whose point doubt true , serves rather thin moral knowing fable",0
4546,"like edward norton american history x , ryan gosling lrb murder numbers rrb delivers magnetic performance",1
4547,"despite bearing paramount imprint , ' bargain basement european pickup",0
4548,"time reach finale , ' likely wondering ' watching strutting posturing",0
4549,"predictable , manipulative stinker",0
4550,"post september <number> , ` ` sum fears ' ' seems tacky reprehensible , manipulating collective fear without bestowing subject intelligence sincerity unequivocally deserves",0
4551,"solid , psychological action film hong kong",1
4552,retread material already thoroughly plumbed martin scorsese,0
4553,' perfect show respect one underrated professionals deserve rarely receive,1
4554,bad movie happened good actors,0
4555,plays like john le carr couple burnt cylinders,0
4556,rather bland affair,0
4557,spielberg managed marry science fiction film noir action flicks philosophical inquiry,1
4558,"standards knucklehead swill , hot chick pretty damned funny",1
4559,"despite engaging offbeat touches , knockaround guys rarely seems interested kicking around raison d'etre ' fresh faced young guns cast",0
4560,"action adventure , space based homage robert louis stevenson ' treasure island fires plasma conduits",1
4561,' funny,1
4562,embarrassment,0
4563,hate feeling slimed name high art,0
4564,makes esther kahn demanding progresses low key manner risks monotony,0
4565,old adage women unknowable gets exhilarating new interpretation morvern callar,1
4566,"without resorting camp parody , haynes lrb like sirk , differently rrb transformed rhetoric hollywood melodrama something provocative , rich , strange",1
4567,"thoroughly enjoyable , heartfelt coming age comedy",1
4568,film tailor made high school would choose cliff notes reading full length classic,0
4569,"jacobi , fluent actors , given relatively dry material nijinsky ' writings perform , visuals , even erotically frank ones , become dullingly repetitive",0
4570,n't mean much played skewed ever get hold lrb entertained rrb,0
4571,"although largely heavy handed indictment parental failings indifference spanish social workers legal system towards child abuse , film retains ambiguities make well worth watching",1
4572,sweet home alabama certainly wo n't remembered one lrb witherspoon ' rrb better films,0
4573,"film place , really",0
4574,"values straight video movie , bigger name cast , gets full theatrical release",0
4575,n't even movie enjoy mild escapism one fear frustration provoked intolerable levels,0
4576,n't even bother rent video,0
4577,merchant paid attention story,0
4578,' glorious spectacle like w griffith made early days silent film,1
4579,colorful masseur wastes time mood rather riding inherent absurdity ganesh ' rise social ladder,0
4580,lrb rrb painfully flat gross comedy,0
4581,richly entertaining suggestive number metaphorical readings,1
4582,"shunji iwai ' lily chou chou beautifully shot , ultimately flawed film growing japan",0
4583,first time director sara sugarman stoops characters drop pants laughs last time fails provoke,0
4584,"maybe classic , movie kids want see",1
4585,"hugely entertaining start finish , featuring fall grace still leaves shockwaves , gratify anyone ever suspected hollywood overrun corrupt hedonistic weasels",1
4586,"franco excellent choice walled combustible hustler , give transcendent performance sonny needs overcome gaps character development story logic",0
4587,"even though film n't manage hit marks , ' still entertaining watch target practice",1
4588,fans modern day hong kong action film finally worthy successor better tomorrow killer patiently waiting,1
4589,easy film,0
4590,spooky yarn demonic doings high seas works better less brain engaged,0
4591,"writer dude , think name , uh , michael zaidan , supposed like written screenplay something , , dude , thing ever saw written zeroes paycheck",0
4592,"challenges , nervy oddity , like modern art",1
4593,"obviously aimed kids , country bears keep parents amused low groan guffaw ratio",1
4594,"following things entertaining bad sound , lack climax , worst , watching seinfeld lrb also one film ' producers rrb everything look like good guy",0
4595,"chicken heart , crush goes absurd lengths duck issues raises",0
4596,"heady , biting , bop ride nighttime manhattan , loquacious videologue modern male lengths ' go weave protective cocoon around ego",1
4597,"squandering opportunity make absurdist observations , burns gets caught rush slapstick thoroughfare",0
4598,"skin man gets cheap shocks kids peril theatrics , also taps primal fears young people trying cope mysterious brutal nature adults",1
4599,"satisfyingly odd intriguing tale century half ago delightfully dour , deadpan tone stylistic consistency",1
4600,elvira fans could hardly ask,1
4601,"simplicity puts exclamation point fact n't something taken seriously , also wrecks chance movie rising similar fare",0
4602,coming age film avoids cartoonish clich sneering humor genre provides fresh view old type uncertain girl brink womanhood,1
4603,"times , actually hurts watch",0
4604,made unintentionally famous queasy stomached critic staggered theater blacked lobby,0
4605,"lrb taymor rrb utilizes idea making kahlo ' art living , breathing part movie , often catapulting artist work",1
4606,"one rare films come flawless amounts acting , direction , story pace",1
4607,forget one oscar nomination julianne moore year get five,1
4608,like,1
4609,"philosophically , intellectually logistically mess",0
4610,"humor recognizably plympton , actually bothered construct real story time",1
4611,"although viewers able stomach much tongue cheek weirdness , found cult favorite enjoy lifetime",1
4612,well crafted letdown,0
4613,duvall strong always,1
4614,toward end sum fears morphs mundane ' <number> disaster flick,0
4615,"terrific performances , great look , funny",1
4616,well written well acted,1
4617,"' little violence lots sex bid hold attention , grows monotonous , joan philip ' repetitive arguments , schemes treachery",0
4618,"girlfriends bad , wives worse babies kiss death bitter italian comedy",0
4619,"adrift , bentley hudson stare sniffle , respectively , ledger attempts , vain , prove movie star intensity overcome bad hair design",0
4620,"muddled , simplistic little pretentious",0
4621,"morrissette performed difficult task indeed ' taken one world ' fascinating stories made dull , lifeless , irritating",0
4622,"carrying wafer thin movie nimble shoulders , chan wades putrid writing , direction timing smile says , ` stay positive , maybe channel one greatest pictures , drunken master '",0
4623,nothing short masterpiece challenging one,1
4624,"latest installment horror film franchise apparently invulnerable trademark villain arrived incongruous summer playoff , demonstrating yet era intelligent , well made b movie long gone",0
4625,makes difference,1
4626,robert harmon ' less approach delivers real bump night chills greatest triumph keeping creepy crawlies hidden film ' thick shadows,1
4627,sour little movie core exploration emptiness underlay relentless gaiety <number> ' film ' ending ` ` ? ' ',0
4628,' good see michael caine whipping dirty words punching people stomach,1
4629,"slack uninspired , peopled mainly characters unsympathetic ' left sour taste mouth",0
4630,"forgettable , good hearted , movie",0
4631,riveting story well told,1
4632,"every articulate player , skateboarder tony hawk bmx rider mat hoffman , half dozen young turks angling see many times work words ` ` radical ' ' ` ` suck ' ' sentence",0
4633,culture clash comedy half clever thinks,0
4634,"third person story , told hollywood , much ordinary",0
4635,"<number> minutes movie short , feels much longer",0
4636,"mckay seems embarrassed invention tries rush intermediary passages , apparently hoping audience notice glaring triteness plot device put service",0
4637,big screen scooby makes silly original cartoon seem smart well crafted comparison,0
4638,"fact screen alive seems likely broomfield ' interviewees , even , much longer",1
4639,script ?,0
4640,"nicole holofcener ' lovely amazing , screenplay , jumps head class women ' films manage avoid ghetto sentimental chick flicks treating female follies satirical style",1
4641,"likeable thanks cast , cuisine quirky tunes",1
4642,"borrows bit classics ` ` wait dark ' ' ` ` extremities ' ' terms style , movie class",1
4643,pleasant piece escapist entertainment,1
4644,sweet memorable film,1
4645,movie trust,1
4646,whole stretches film may incomprehensible moviegoers already clad basic black,0
4647,"impresses skillfully assembled , highly polished professional adaptation chilling unsettling ` manhunter '",1
4648,guys seem great knock back beer ' simply funny performers,0
4649,"couple things elevate ` ` glory ' ' ilk , notably mere presence duvall",1
4650,also testament integrity vision band,1
4651,"daily struggles simple pleasures usurp preaching message , time credits roll across pat ending , warm , fuzzy feeling prevails",1
4652,many parent teen lrb preteen rrb kid could bond watching walk remember,1
4653,trials henry kissinger remarkable piece filmmaking get,1
4654,"though film static , writer director ' heart right place , plea democracy civic action laudable",1
4655,"evelyn ' strong cast surehanded direction make winning , heartwarming yarn",1
4656,bibbidy bobbidi bland,0
4657,"one thing ' sure george romero directed movie , would n't taken protagonists full hour determine order kill zombie must shoot head",0
4658,allows gawky actor like spall could easily become comic relief film reveal impressively delicate range,1
4659,epps neither charisma natural affability made tucker star,0
4660,"' rare find film adjective ` gentle ' applies , word perfectly describes pauline paulette",1
4661,` blue crush ' swims away sleeper movie summer award,1
4662,needed little less bling bling lot romance,0
4663,"lets brush humanity psycho , without making less psycho",1
4664,movie ' narrative hook way muddled effectively chilling guilty pleasure,0
4665,"fiendishly cunning even jaded cinema audiences leave auditorium feeling dizzy , confused , totally disorientated",1
4666,"despite overwrought ending , film works well performances",1
4667,film ideas wry comic mayhem,1
4668,"effective aspects , margarita happy hour represents auspicious feature debut chaiken",1
4669,"goldmember none visual wit previous pictures , looks though jay roach directed film back taxicab",0
4670,quietly engaging,1
4671,could daytime soap opera actually compelling look young woman ' tragic odyssey,1
4672,completely loveable underdog movie since bad news bears ?,0
4673,"<number> minute travesty unparalleled proportions , writer director parker seems go way turn legendary wit ' classic mistaken identity farce brutally labored unfunny hokum",0
4674,starts satisfying kids flck becomes increasingly implausible races contrived plot points,0
4675,dirty jokes provide funniest moments oddly sweet comedy jokester highway patrolmen,1
4676,"none crackle ` ` fatal attraction ' ' , ` ` <number> <number> <number> weeks ' ' , even ` ` indecent proposal ' ' , feels like lyne ' stolid remake ` ` lolita ' '",0
4677,"sensitive , modest comic tragedy works character study symbolic examination huge economic changes sweeping modern china",1
4678,"fathers sons , uneasy bonds , rarely received sophisticated unsentimental treatment big screen marvelous film",1
4679,"director , eastwood game ' real sense suspense , none plot ` surprises ' really surprising",0
4680,' much tongue cheek film ' doubt filmmaker fun,1
4681,` ` bowling columbine ' ' remains disquieting thought provoking film,1
4682,"' loathsome movie , really makes absolutely sense",0
4683,phoned business usual,0
4684,thing fear ` ` fear dot com ' ' hitting head theater seat front doze thirty minutes film,0
4685,"blade ii merges bits pieces fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci fi anime one big bloody stew",1
4686,"vast majority casual filmgoers , probably talky bore",0
4687,"real subject , handled intelligence care",1
4688,bigelow offers flashy twists turns occasionally fortify turgid fable,1
4689,film uncanny ability right precisely think ' danger going wrong,1
4690,' mystery movie could released condition,0
4691,"unforgettable look morality , family , social expectation prism omnibus tradition called marriage",1
4692,sad rote exercise milking played idea straight guy dress drag shockingly manages even worse title would imply,0
4693,funny film,1
4694,gangster movie capacity surprise,1
4695,grand fart coming director beginning resemble someone ' crazy french grandfather,0
4696,"' possible something hip transgressive attempted stubbornly refused gel , result puzzling unsettling",0
4697,"entertaining , somewhat standardized , action movie",1
4698,"generous , inspiring film unfolds grace humor gradually becomes testament faith",1
4699,eight legged freaks ?,0
4700,malcolm mcdowell cool,1
4701,"movie wavers hallmark card sentimentality goofy , life affirming moments straight cellular phone commercial",0
4702,"thoughtful unflinching examination alternative lifestyle , sex strangers success",1
4703,reality snubbing hodgepodge,0
4704,lrb rrb slummer,0
4705,"' big idea , film small shriveled",0
4706,engrossing portrait man whose engaging manner flamboyant style made truly larger life character,1
4707,"sayles knack casting , often resurrecting performers rarely work movies drawing flavorful performances bland actors",1
4708,"violence , movie remarkably dull caine making much impression",0
4709,"finely written , superbly acted offbeat thriller",1
4710,"end , computerized yoda finally reveals martial artistry , film ascends kinetic life teeming even cranky adults may rediscover quivering kid inside",1
4711,ferrara ' strongest touching movie recent years,1
4712,cinematic disaster inadvertently sidesplitting ' worth price admission ridicule factor alone,0
4713,"even made original release date last fall , would ' reeked , done sameness",0
4714,"unfortunately , ' also good",0
4715,"wondrous love story years , great film",1
4716,"much power , enough puff",0
4717,"despite impressive roster stars direction kathryn bigelow , weight water oppressively heavy",0
4718,"finally , french produced ` ` read lips ' ' movie understands characters must come first",1
4719,"even builds insanely staged ballroom scene , <number> actors appear full regalia , ' waltzed art film pantheon",1
4720,"film presses familiar herzog tropes service limpid conventional historical fiction , really demand director mesmerised",0
4721,rare movie ' crisp point novel ' based,1
4722,", common sense flies window , along hail bullets , none ever seem hit sascha",0
4723,"lrb dong rrb makes valiant effort understand everyone ' point view , good job family fundamentals gets riled",1
4724,"lets love depraved leads meet , lrb denis ' rrb story becomes hopeless , unsatisfying muddle",0
4725,nothing deep substantial,0
4726,missing moral,0
4727,splendidly illustrates ability human spirit overcome adversity,1
4728,"obvious , obnoxious didactic burlesque",0
4729,' definitely step right direction,1
4730,"vaguely interesting , ' much",0
4731,"film sounds like stuff lurid melodrama , makes interesting character study fact story told paul ' perspective",1
4732,"one bits funnier malle ' dud , cast engagingly messing around like slob city reductions damon runyon crooks",1
4733,writing clever cast appealing,1
4734,although commentary nachtwey provided ' image really tells tale,1
4735,"nearly <number> <number> hours , film way indulgent",0
4736,"unlikable , uninteresting , unfunny , completely , utterly inept",0
4737,"visual flourishes little obvious , restrained subtle storytelling , fine performances make delicate coming age tale treat",1
4738,"talented cast alone keep watching , fight scenes",1
4739,"earnest , unsubtle hollywood predictable , green dragon still deeply moving effort put human face travail thousands vietnamese",1
4740,jeffrey tambor ' performance intelligent jazz playing exterminator oscar worthy,1
4741,"overly familiar scenario made fresh intelligent screenplay gripping performances low budget , video shot , debut indie effort",1
4742,"clash artificial structure story contemporary , naturalistic tone film",0
4743,` christian bale ' quinn lrb rrb leather clad grunge pirate hairdo like gandalf wind tunnel simply astounding cor blimey luv duck cockney accent ',0
4744,' exactly sure movie thinks,0
4745,' scorcher,1
4746,real snooze,0
4747,"like title character , nicholas nickleby finds reduced circumstances , also like hero , remains brightly optimistic , coming end",1
4748,"kids audience preview screening seemed bored , cheering pratfalls little else parents , wise folks , read books",0
4749,"partly schmaltzy , numbers romantic comedy , partly shallow rumination emptiness success entirely soulless",0
4750,"<number> minutes running time , ' wait vain movie happen",0
4751,"chronicle one man ' quest president , man single handedly turned plane full hard bitten , cynical journalists essentially , campaign ' end , extended publicity department",1
4752,movie harps media constructed ` issues ' like whether compromise death self orgasm lrb wo n't rrb exceedingly memorable one people,0
4753,fresnadillo something serious say ways extravagant chance distort perspective throw us path good sense,1
4754,one movies ' want watch week live,0
4755,"mainstream audiences find little interest film , often preachy poorly acted",0
4756,"subtle visceral , film never succumbs trap maudlin tearful , offering instead unflinching gaze measure faith future",1
4757,"lookin ' sin , american style ?",0
4758,drowns sap,0
4759,laggard drama wending way uninspired philosophical epiphany,0
4760,"interminably bleak , say nothing boring",0
4761,believability n't one film ' virtues,0
4762,"filled alexandre desplat ' haunting sublime music , movie completely transfixes audience",1
4763,"four feathers definitely horse feathers , go knowing , might fun cinematic sandbox",1
4764,"movie attempts mine laughs genre gangster crime comedy wore welcome audiences several years ago , cutesy reliance movie specific cliches n't exactly endearing",0
4765,steadfastly uncinematic powerfully dramatic,1
4766,del toro maintains dark mood makes film seem like something endure instead enjoy,0
4767,"filmed tosca first , way pretty good job , ' filmed tosca want",1
4768,features one affecting depictions love affair ever committed film,1
4769,"journey spanning nearly three decades bittersweet camaraderie history , feel truly know makes holly marina tick , hearts go continue negotiate imperfect , love hate relationship",1
4770,"starts strongly quickly losing focus , point purpose mess mixed messages , blown drama bruce willis scar",0
4771,"though important political documentary , really make case kissinger tried war criminal",0
4772,"swims mediocrity , sticking head breath fresh air",0
4773,"although film boils lightweight story matchmaking , characters make italian beginners worth journey",1
4774,"even fans ismail merchant ' work , suspect , would hard time sitting one",0
4775,"high concept scenario soon proves preposterous , acting robotically italicized , truth advertising hounds take note ' little hustling view",0
4776,' worse pelosi knows,0
4777,"` ` home alone ' ' film staged like ` ` rosemary ' baby , ' ' well conceived either films",0
4778,"although made shoestring unevenly acted , conjures lynch like vision rotting underbelly middle america",0
4779,"everything girls ca n't swim , even passages sensitive observation , feels secondhand , familiar good way",0
4780,brian tufano ' handsome widescreen photography paul grabowsky ' excellent music turn fairly parochial melodrama something really rather special,1
4781,definitely worth seeing,1
4782,heroic tale persistence sure win viewers ' hearts,1
4783,probably one movies barely registering blip radar screen <number>,0
4784,"bilingual charmer , like woman inspired",1
4785,allen ' underestimated charm delivers goodies lumps coal,1
4786,"everybody loves david goliath story , one told almost entirely david ' point view",1
4787,lead performances oscar size,1
4788,"good old fashioned adventure kids , spirit stallion cimarron winner",1
4789,"' super violent , super serious super stupid",0
4790,small moments flashbacks n't add much trite observations human condition,0
4791,"elaborate special effects take centre screen , human story pushed one side",1
4792,"film determined treat characters , weak strong , fallible human beings , caricatures , carefully delineate cost inevitable conflicts human urges institution concerned self preservation",1
4793,found movie divided dysfunctional family portrays,0
4794,daft half supremely good natured,1
4795,"though frida easier swallow julie taymor ' preposterous titus , eye candy lacks considerable brio",0
4796,"film hard dismiss moody , thoughtful , lit flashes mordant humor",1
4797,first five minutes talking ' til end year !,1
4798,silly humbuggery,0
4799,predecessors mummy mummy returns stand intellectual masterpieces next scorpion king,0
4800,"worth look sides issues , perspective offers , one public rarely sees",1
4801,zips along b movie verve adding rich details go broke acting heralds something special,1
4802,sappy good,0
4803,flat run hip hop tootsie poorly paced could fit pootie tang punchlines,0
4804,", n't know steven seagal considered star , keeps cast action films none ever good make money",0
4805,"seems like strange route true love , maybe , ' film ' lrb makers ' rrb credit believe ' exactly two people need find",1
4806,little done support premise fling gags see ones shtick,0
4807,one decades spanning historical epics strives intimate socially encompassing fails justice either effort three hours screen time,0
4808,kind sweet sour insider movie film buffs eat like much gelati,1
4809,"huge disappointment coming , , filmmakers performers calibre",0
4810,"film ' advertised comedy , sweet home alabama n't funny ' hoped",0
4811,"richard pryor mined personal horrors came treasure chest material , lawrence gives us mostly fool ' gold",0
4812,movie riveting power sadness,1
4813,robert john burke monster horns steals show,1
4814,"new insomnia surprisingly faithful remake chilly predecessor , elect head direction , employs changes fit well rather ones imposed sake commercial sensibilities",1
4815,offbeat enough keep interested without coming close bowling,1
4816,"written , flatly , david kendall directed , barely , ' something mary co writer ed decter",0
4817,"' film idea buried somewhere inside fabric , never clearly seen felt",0
4818,one assume jury bestowed star hoffman ' brother gordy waldo salt screenwriting award <number> ' sundance festival honoring attempt something different actually pulling,0
4819,"seeks transcend genre curiously stylized , quasi shakespearean portrait pure misogynist evil",1
4820,stereotype omitted clich left unsaid,0
4821,"smart , steamy mix road movie , coming age story political satire",1
4822,"' coherent , well shot , tartly acted , wears like dinner guest showing doctorate",0
4823,"k <number> go annals cinema one great submarine stories , engaging exciting narrative man confronting demons fear paranoia",1
4824,four star performance kevin kline unfortunately works two star script,1
4825,god bless crudup aversion taking easy hollywood road cashing movie star gorgeousness,1
4826,' feel good movie actually feel good,1
4827,"anything , see karen black , camps storm fringe feminist conspiracy theorist named dirty dick",1
4828,"watching chemistry freeman judd , however , almost makes movie worth seeing",1
4829,moonlight mile gives freedom feel contradictory things,1
4830,' movie accomplishes much one viewing ca n't possibly enough,1
4831,"film aims funny , uplifting moving , sometimes",1
4832,"film never gets investment conventional arrangements , terms love , age , gender , race , class",0
4833,nicely combines enigmatic features ` memento ' hallucinatory drug culture ` requiem dream ',1
4834,"sorvino makes princess seem smug cartoonish , film really comes alive poor hermocrates leontine pathetically compare notes budding amours",0
4835,lrb rrb stale retread ' <number> original,0
4836,"concerned overall feelings , broader ideas , open ended questions concrete story definitive answers , soderbergh ' solaris gorgeous deceptively minimalist cinematic tone poem",1
4837,alarms duvall ' throbbing sincerity elderly propensity patting people talks,1
4838,' point extracting bare bones byatt ' plot purposes bland hollywood romance,0
4839,"performances amiable committed , comedy often hits bullseye",1
4840,zigzag might richer observant less densely plotted,0
4841,"better understand n't connect would require another viewing , wo n't sitting one commentary enough",0
4842,"question philosophers , filmmakers filmmakers need engage audience",0
4843,"point , visual trickery stops clever devolves flashy , vaguely silly overkill",0
4844,ragbag cliches,0
4845,overburdened complicated plotting banal dialogue,0
4846,"picture runs mere <number> minutes , ' glance",1
4847,steers refreshingly clear usual cliches,1
4848,"niccol filmmaker merges collaborators ' symbolic images words , insinuating , example , hollywood , god speaks press",1
4849,"' beautiful film , full elaborate twisted characters ' also pretty funny",1
4850,milieu wholly unconvincing histrionics reach truly annoying pitch,0
4851,picture emerges surprisingly anemic disappointment,0
4852,"whatever complaints might , ' take lrb rrb earnest errors hard rewards bombastic self glorification feel good fiascos like antwone fisher emperor ' club time",1
4853,rice never clearly defines characters gives us reason care,0
4854,another entertaining romp robert rodriguez,1
4855,' movie anyway,0
4856,"lrb jaglom ' rrb latest effort director sparkling , repartee still worth hearing",1
4857,n't smile,0
4858,script david koepp perfectly serviceable gives story soul elevates experience mythic level,1
4859,"kapur fails give audience single character worth rooting lrb worth rooting , matter rrb",0
4860,"' visual delight decent popcorn adventure , long n't try look deep story",1
4861,befuddled characterizations begins seem long two year affair subject,0
4862,nothing amiable unfocused bagatelle plays like loosely connected string acting workshop exercises,0
4863,' horribly depressing well done,0
4864,"former gong show addict , ' admit , complaint n't get creations famous moments show",1
4865,"enough may pander basest desires payback , unlike many revenge fantasies , ultimately delivers",1
4866,"cruel , misanthropic stuff weak claims surrealism black comedy",0
4867,"pale xerox , better crime movies",0
4868,"strange , delightfully",1
4869,story little wit surprises,0
4870,crummy,0
4871,"another disjointed , fairly predictable psychological thriller",0
4872,"funny , heartwarming film",1
4873,good naturedly cornball sequel,1
4874,"french director turned nearly <number> <number> hours unfocused , excruciatingly tedious cinema , half hour , starts making water torture seem appealing",0
4875,' fairy tales princesses married political reason live happily ever,0
4876,small movie big impact,1
4877,"sort picture , whenever one characters serious soul searching , go picture perfect beach sunset",0
4878,"crammed incident , bristles passion energy",1
4879,"intelligent deeply felt work impossible , irrevocable choices price making",1
4880,"lrb gosling ' rrb combination explosive physical energy convincing intelligence helps create complex , unpredictable character",1
